Species_ID,Status,Create_time,Modify_time,EDGE_Group,Type,EDGE_rank,Species_class,Species_order,Species_family,Scientific_name,Synonym,Common_name,ED_score,GE_score,EDGE_score,Short_summary,Summary,Other_names,Edgeometer,Possibly_extinct,Focus_species,Search_countries,Generate_countries,Aquatic_regions
591,Publish,NULL,NULL,Amphibians,EDGE,46,Amphibia,Caudata,Hynobiidae,Paradactylodon mustersi,,Paghman Mountain Salamander,20.04571109,CR,5.819285513,"Vulnerable to climate change, this mountain species is declining at lower elevations.",,,None,N,N,Afghanistan,,
851,Publish,NULL,NULL,Amphibians,EDGE,306,Amphibia,Caudata,Salamandridae,Pleurodeles poireti,,Algerian ribbed newt,17.24425723,EN,4.9832919,,,,,,,Algeria ,,
1009,Publish,NULL,NULL,Amphibians,EDGE,463=,Amphibia,Caudata,Salamandridae,Salamandra algira,,North African fire salamander,24.27175349,VU,4.61598167,,,,,,,"Algeria 
Morocco 
Spain",,
1166,Publish,NULL,NULL,Amphibians,EDGE,621,Amphibia,Caudata,Salamandridae,Pleurodeles nebulosus,,Algerian ribbed newt,17.24425723,VU,4.290144719,,,,,,,"Algeria 
Tunisia",,
1377,Publish,23/02/2010 16:04,23/02/2010 16:04,Amphibians,Other,958,Amphibia,Anura,Alytidae,Discoglossus pictus,,Painted frog,78.76488413,LC,4.379083359,Painted frogs have elaborate patterns on their skin.,,,,N,N,"Algeria, Tunisia, Malta, Italy, France, Spain",,
27,Publish,NULL,12/11/2010 15:29,Mammals,EDGE,22,Mammalia,Carnivora,Phocidae,Monachus monachus,,Mediterranean Monk Seal,16.79398976,CR,5.65144947,"Revered by the ancient Greeks, this shy seal is today one of the world's most threatened marine mammals. ",,,Active,N,N,"Algeria; Greece; Mauritania; Portugal (Azores - Regionally Extinct, Madeira - Regionally Extinct, Portugal (mainland) - Regionally Extinct); Turkey; Western Sahara",Bolivia,"Atlantic-eastern central
Mediterranean and Black Sea"
1860,Publish,06/01/2011 20:02,19/01/2011 11:52,Coral reef,Other,NULL,Anthozoa,Scleractinia,Faviidae,Plesiastrea versipora,NULL,Plesiastrea versipora,NULL,LC,NULL,Plesiastrea versipora is distributed widely across the Indo-Pacific including high latitude areas,NULL,NULL,NULL,N,N,"American Samoa, Australia, Bahrain, British Indian Ocean Territory, Cambodia, Chile, China, Christmas Island, Cocos Islands, Comoros, Cook Islands, Djibouti, Egypt, Eritrea, Fiji, French Polynesia, India, Indonesia, Iran, Iraq, Israel, Japan, Jordan, Kenya, Kiribati, Kuwait, Madagascar, Malaysia, Maldives, Marshall Islands, Mauritius, Mayotte, Micronesia, Mozambique, Myanmar, Nauru, New Caledonia, New Zealand, Niue, Norfolk Island, Northern Mariana Islands, Oman, Pakistan, Palau, Papua New Guinea, Philippines, Pitcairn, Qatar, RÃ©union, Samoa, Saudi Arabia, Seychelles, Singapore, Solomon Islands, Somalia, South Africa, Sri Lanka, Sudan, Taiwan, Tanzania, Thailand; Tokelau, Tonga, Tuvalu, United Arab Emirates, United States Minor Outlying Islands, Vanuatu, Viet Nam, Wallis and Futuna, Yemen.",NULL,"Red Sea, Gulf of Aden, Indian Ocean, Pacific Ocean."
1865,Publish,06/01/2011 20:04,19/01/2011 11:55,Coral reef,Potential,NULL,Anthozoa,Scleractinia,Poritidae,Stylaraea punctata,NULL,Stylaraea punctata,NULL,DD,NULL,Stylaraea punctata is the smallest of all known hard corals.,NULL,NULL,None,N,N,"American Samoa, Australia, British Indian Ocean Territory, Comoros, Egypt, India, Indonesia, Israel, Japan, Jordan, Kenya, Madagascar, Malaysia, Mauritius, Mayotte, Micronesia, Mozambique, Northern Mariana Islands, Palau, Papua New Guinea, Philippines, Réunion, Samoa, Saudi Arabia, Seychelles, Singapore, Somalia, Sri Lanka, Tanzania, Thailand.",NULL,"Red Sea, Indian Ocean and Pacific Ocean."
161,Publish,NULL,13/04/2012 11:32,Mammals,EDGE,69,Mammalia,Primates,Hominidae,Gorilla gorilla,,Western Gorilla,11.21914344,CR,5.27559258,The heavily built gorilla is the largest of the living apes.,"Numbering a few hundred individuals, the subspecies Gorilla gorilla diehli is the world’s most endangered great ape.",Lowland Gorilla,Active,N,N,Angola (Cabinda); Cameroon; Central African Republic; Congo; Equatorial Guinea; Gabon; Nigeria,Northern Mariana Islands,
137,Publish,NULL,NULL,Mammals,Other,137,Mammalia,Artiodactyla,Hippopotamidae,Hippopotamus amphibious,,Hippopotamus,37.15527864,VU,5.027958475,,,,,,,"Angola
Benin
Botswana
Burkina Faso
Burundi
Cameroon
Central African Republic
Chad
Congo
Congo Democratic Republic
Cote dIvoire
Equatorial Guinea
Ethiopia
Gabon
Gambia
Ghana
Guinea
Guinea-Bissau
Kenya
Liberia
Malawi
Mali
Mozambique
Namibia
Niger
Nigeria
Rw",Mauritius,"Lake Baringo, Lake Naivasha
Lake Malawi
Lake Tanganyika
Lake Victoria"
1838,Publish,30/12/2010 19:10,19/01/2011 11:48,Coral reef,EDGE,2,Anthozoa,Scleractinia,Meandrinidae,Dendrogyra cylindrus,NULL,Pillar Coral,NULL,VU,NULL,A distinctive coral with cylindrical columns that is found in the western Atlantic. It is the only species in the Dendrogyra genus.,NULL,NULL,None,N,Y,"Anguilla, Antigua an Barbuda, Bahamas, Barbados, Belize, Cayman Islands, Colombia, Costa Rica, Cuba, Dominican republic, Grenada, Guadeloupe, Haiti, Honduras, Jamaica, Mexico, Montserrat, Nicaragua, Panama, Saint Barthélemy, Saint Kitts and Nevis, Saint Lucia, Saint Vincent and the Grenadines, Trinidad and Tobago, Turks and Caicos Islands, USA (Florida), US and UK Virgin Islands, Venezuela.",NULL,"Caribbean Sea, Gulf of Mexico, Western Atlantic Ocean."
1842,Publish,30/12/2010 19:10,19/01/2011 11:51,Coral reef,EDGE,11,Anthozoa,Scleractinia,Oculinidae,Oculina varicosa,NULL,Large Ivory Coral,NULL,VU,NULL,A species that has both a shallow water zooxanthellate and deep water azooxanthellate form that can be found at depths of 100m.,NULL,NULL,Limited,N,N,"Anguilla, Antigua and Barbuda, Bahamas, Barbados, Belize, Bermuda, Cayman Islands, Colombia, Costa Rica, Cuba, Dominica, Dominican Republic, Grenada, Guadeloupe, Haiti, Honduras, Jamaica, Mexico, Montserrat, Netherlands Antilles, Nicaragua, Panama, Saint Barthélemy, Saint Kitts and Nevis, Saint Lucia, Saint Vincent and the Grenadines, Trinidad and Tobago, Turks and Caicos Islands, US and UK Virgin Islands, USA (Florida), Venezuela.",NULL,"Atlantic Ocean, Gulf of Mexico, Caribbean Sea."
1853,Publish,06/01/2011 19:58,19/01/2011 11:48,Coral reef,EDGE,7,Anthozoa,Scleractinia,Meandrinidae,Dichocoenia stokesii,Dichocoenia stokesi,Elliptical star coral,NULL,VU,NULL,"Monospecific, massive coral found in the Caribbean region.",NULL,NULL,None,N,Y,"Anguilla, Antigua and Barbuda, Bahamas, Barbados, Belize, Bermuda, Cayman Islands, Colombia, Costa Rica, Cuba, Dominica, Dominican Republic, Grenada, Guadeloupe, Haiti, Honduras, Jamaica, Mexico, Montserrat, Netherlands Antilles, Nicaragua, Panama, Saint Barthélemy, Saint Kitts and Nevis, Saint Lucia, Saint Vincent and the Grenadines, Trinidad and Tobago, Turks and Caicos Islands, United States (Florida), US and UK Virgin Islands, Venezuela.",NULL,"Atlantic Ocean, Caribbean Sea, Gulf of Mexico"
1848,Publish,06/01/2011 19:55,19/01/2011 11:45,Coral reef,EDGE,13,Anthozoa,Scleractinia,Acroporidae,Acropora cervicornis,NULL,Staghorn Coral,NULL,CR,NULL,An iconic Caribbean species,NULL,NULL,None,N,N,"Anguilla, Antigua and Barbuda, Bahamas, Barbados, Belize, Cayman Islands, Colombia, Costa Rica, Cuba, Dominica, Dominican Republic, Grenada, Guadeloupe, Haiti, Honduras, Jamaica, Mexico, Montserrat, Netherlands Antilles, Nicaragua, Panama, Saint Barthélemy, Saint Kitts and Nevis, Saint Lucia, Saint Martin, Saint Vincent and the Grenadines, Trinidad and Tobago, Turks and Caicos Islands, United States, United States Minor Outlying Islands, Venezuela, Virgin Islands",NULL,"Atlantic Ocean, Gulf of Mexico, Caribbean Sea"
1854,Publish,06/01/2011 19:59,19/01/2011 11:50,Coral reef,Other,NULL,Anthozoa,Scleractinia,Faviidae,Manicina areolata,NULL,Rose coral,NULL,LC,NULL,A free-living coral that is able to right itself when overturned by wave action.,NULL,NULL,NULL,N,N,"Anguilla, Antigua and Barbuda, Bahamas, Barbados, Belize, Cayman Islands, Colombia, Costa Rica, Cuba, Dominica, Dominican Republic, Grenada, Guadeloupe, Haiti, Honduras, Jamaica, Mexico, Montserrat, Netherlands Antilles, Nicaragua, Panama, Saint Barthélemy, Saint Kitts and Nevis, Saint Lucia, Saint Vincent and the Grenadines, Trinidad and Tobago, Turks and Caicos Islands, United States, US and UK Virgin Islands, Venezuela.",NULL,"Atlantic Ocean, Caribbean Sea, Gulf of Mexico"
1835,Publish,30/12/2010 19:09,24/03/2011 11:53,Coral reef,EDGE,10,Anthozoa,Scleractinia,Acroporidae,Acropora palmata,NULL,Elkhorn coral,NULL,CR,NULL,Acropora palmata is an important reef building coral in the Caribbean and has distinctive ‘antler’ like branches.,"Acropora palmata is an important reef building coral in the Caribbean and has distinctive ‘antler’ like branches. Previously a dominant species, the population has suffered a massive decline due to disease, coral bleaching and storm damage.",NULL,Limited,N,Y,"Anguilla, Antigua and Barbuda, Bahamas, Barbados, Belize, Cayman Islands, Colombia, Costa Rica, Cuba, Haiti, Honduras, Jamaica, Mexico, Nicaragua, Panama, Saint Barthélemy, Saint Kitts and Nevis, Saint Lucia, Saint Vincent and the Grenadines, Trinidad and Tobago, Turks and Caicos Islands, Venezuela, US and UK Virgin Islands, USA (Florida).",NULL,"Atlantic Ocean, Caribbean Sea, Gulf of Mexico"
1864,Publish,06/01/2011 20:04,19/01/2011 11:53,Coral reef,Other,NULL,Anthozoa,Scleractinia,Astrocoeniidae,Stephanocoenia intersepta,Stephanocoenia michelinii,Blushing star coral,NULL,LC,NULL,A zooxanthellate coral that has an unusual form of reproduction found in the Caribbean.,NULL,NULL,NULL,N,N,"Anguilla, Antigua and Barbuda, Bahamas, Barbados, Belize,; Bermuda, Cayman Islands, Colombia, Costa Rica, Cuba, Dominica, Dominican Republic, Grenada, Guadeloupe, Haiti, Honduras, Jamaica, Mexico, Montserrat, Netherlands Antilles, Nicaragua, Panama, Saint Barthélemy, Saint Kitts and Nevis, Saint Lucia, Saint Martin, Saint Vincent and the Grenadines, Trinidad and Tobago, Turks and Caicos Islands, United States, United States Minor Outlying Islands, Venezuela, British Virgin Islands.",NULL,Atlantic Ocean
1856,Publish,06/01/2011 20:00,19/01/2011 11:50,Coral reef,Other,NULL,Anthozoa,Scleractinia,Faviidae,Montastraea cavernosa,Montastrea cavernosa,Great Star coral,NULL,LC,NULL,This species has long tentacles to protect itself,NULL,NULL,NULL,N,N,"Antigua, Bahamas, Barbados, Belize, Brazil, Cameroon, Cape Verde, the Caribbean, Cayman Islands, Colombia, Costa Rica, Côte d'Ivoire, Cuba, Dominican Republic, Gambia, Ghana, Grenada, Guadeloupe, Haiti, Honduras, Jamaica, Liberia, Mauritania, Mexico, Montserrat, Nicaragua; Nigeria, Panama, Senegal, Sierra Leone, Togo, United States (Florida) and US and UK Virgin Islands.",NULL,"Atlantic Ocean, Caribbean Sea, Gulf of Mexico"
578,Publish,NULL,NULL,Amphibians,EDGE,33,Amphibia,Anura,Leiuperidae,Somuncuria somuncurensis,,Somuncura Frog,25.47233069,CR,6.048688785,The Somuncura frog lives permanently in thermal springs and streams.,,El Rincon stream frog; Rana de Somuncura (Spanish),Limited,N,N,Argentina,,
842,Publish,NULL,NULL,Amphibians,EDGE,297=,Amphibia,Anura,Ceratophryidae,Atelognathus reverberii,,Laguna Raimunda frog,17.55190562,EN,5.000014054,,,,,,,Argentina,,
843,Publish,NULL,NULL,Amphibians,EDGE,297=,Amphibia,Anura,Ceratophryidae,Atelognathus patagonicus,,Patagonia frog,17.55190562,EN,5.000014054,,,,,,,Argentina,,
844,Publish,NULL,NULL,Amphibians,EDGE,297=,Amphibia,Anura,Ceratophryidae,Atelognathus praebasalticus,,Zapala frog,17.55190562,EN,5.000014054,,,,,,,Argentina,,
717,Publish,NULL,NULL,Amphibians,EDGE,172=,Amphibia,Anura,Ceratophryidae,Telmatobius atacamensis,,Salta water frog,11.75853654,CR,5.318789303,,,,,,,Argentina,,
1121,Publish,NULL,NULL,Amphibians,EDGE,576,Amphibia,Anura,Ceratophryidae,Batrachyla fitzroya,,"\fitzroya\"" South American wood frogs""",18.64481849,VU,4.364107975,,,,,,,Argentina ,,
1150,Publish,NULL,NULL,Amphibians,EDGE,605=,Amphibia,Anura,Ceratophryidae,Atelognathus nitoi,,Rio Negro frog,17.55190562,VU,4.306866874,,,,,,,Argentina ,,
1151,Publish,NULL,NULL,Amphibians,EDGE,605=,Amphibia,Anura,Ceratophryidae,Atelognathus solitarius,,Les Bayas creek frog,17.55190562,VU,4.306866874,,,,,,,Argentina ,,
1152,Publish,NULL,NULL,Amphibians,EDGE,605=,Amphibia,Anura,Ceratophryidae,Atelognathus salai,,Portezuelo frog,17.55190562,VU,4.306866874,,,,,,,Argentina ,,
1221,Publish,NULL,NULL,Amphibians,EDGE,676=,Amphibia,Anura,Cycloramphidae,Odontophrynus achalensis,,Cordoba Escuerzo,14.97320106,VU,4.157206746,,,,,,,Argentina ,,
990,Publish,NULL,NULL,Amphibians,EDGE,443=,Amphibia,Anura,Ceratophryidae,Telmatobius ceiorum,,Catamarca water frog,11.75853654,EN,4.625642122,,,,,,,Argentina ,,
994,Publish,NULL,NULL,Amphibians,EDGE,443=,Amphibia,Anura,Ceratophryidae,Telmatobius hypselocephalus,,Jujuy water frog,11.75853654,EN,4.625642122,,,,,,,Argentina ,,
996,Publish,NULL,NULL,Amphibians,EDGE,443=,Amphibia,Anura,Ceratophryidae,Telmatobius laticeps,,Tacuman water frog,11.75853654,EN,4.625642122,,,,,,,Argentina ,,
1000,Publish,NULL,NULL,Amphibians,EDGE,443=,Amphibia,Anura,Ceratophryidae,Telmatobius pisanoi,,Argentine water frog,11.75853654,EN,4.625642122,,,,,,,Argentina ,,
1001,Publish,NULL,NULL,Amphibians,EDGE,443=,Amphibia,Anura,Ceratophryidae,Telmatobius platycephalus,,Flat-headed water frog,11.75853654,EN,4.625642122,,,,,,,Argentina ,,
1002,Publish,NULL,NULL,Amphibians,EDGE,443=,Amphibia,Anura,Ceratophryidae,Telmatobius schreiteri,,La Rioja water frog,11.75853654,EN,4.625642122,,,,,,,Argentina ,,
1003,Publish,NULL,NULL,Amphibians,EDGE,443=,Amphibia,Anura,Ceratophryidae,Telmatobius scrocchii,,Andalgala water frog,11.75853654,EN,4.625642122,,,,,,,Argentina ,,
1005,Publish,NULL,NULL,Amphibians,EDGE,443=,Amphibia,Anura,Ceratophryidae,Telmatobius stephani,,Stephan's water frog,11.75853654,EN,4.625642122,,,,,,,Argentina ,,
1304,Publish,NULL,NULL,Amphibians,EDGE,756=,Amphibia,Anura,Ceratophryidae,Telmatobius hauthali,,Calientes water frog,11.75853654,VU,3.932494941,,,,,,,Argentina ,,
1308,Publish,NULL,NULL,Amphibians,EDGE,756=,Amphibia,Anura,Ceratophryidae,Telmatobius oxycephalus,,Red-headed water frog,11.75853654,VU,3.932494941,,,,,,,Argentina ,,
1089,Publish,NULL,NULL,Amphibians,EDGE,544,Amphibia,Anura,Cycloramphidae,Rhinoderma darwinii,,Darwin's frog,20.08722402,VU,4.434961721,,,,,,,"Argentina 
Chile",,
906,Publish,NULL,NULL,Amphibians,EDGE,361,Amphibia,Anura,Hylidae,Argenteohyla siemersi,,Red-spotted Argentina frog,14.99650344,EN,4.851811705,,,,,,,"Argentina 
Uruguay ",,
67,Publish,NULL,10/04/2012 17:11,Mammals,EDGE,72,Mammalia,Artiodactyla,Tayassuidae,Catagonus wagneri,,Chacoan Peccary,22.66555597,EN,5.2434622,A pig-like mammal known only from fossils until discovered alive in the 1970s. ,,Tagua,Active,N,N,Argentina; Bolivia; Paraguay,Equatorial Guinea,
57,Publish,NULL,06/07/2012 10:41,Mammals,EDGE,53,Mammalia,Rodentia,Chinchillidae,Chinchilla chinchilla,Chinchilla brevicaudata,Short-tailed Chinchilla,12.97919099,CR,5.41015859,"Chinchillas have been pushed to the brink of extinction by overharvesting for their dense, silky fur which is among the most valuable in the world. <br/>",,Chinchilla,None,Y,N,Argentina; Chile,Cyprus,
1409,Publish,30/09/2010 02:27,12/12/2010 14:15,Mammals,EDGE,79,Mammalia,Rodentia,Muridae,Leporillus apicalis,,Lesser Stick-nest Rat,10.02143241,CR,5.1724305,"This species is probably extinct, but if it does persist its numbers would almost certainly be very small.","This species is probably extinct, but if it does persist its numbers would almost certainly be very small.",White-tipped Stick-nest Rat,None,Y,N,Australasia,,
9,Publish,NULL,10/04/2012 17:02,Mammals,EDGE,12,Mammalia,Diprotodontia,Vombatidae,Lasiorhinus krefftii,,Northern Hairy-nosed Wombat,25.98457399,CR,6.06785409,This heavily-built marsupial is the largest known herbivorous burrowing mammal.,,Queensland Hairy-nosed Wombat,Active,N,N,Australia,Antarctica,
28,Publish,NULL,12/11/2010 13:31,Mammals,EDGE,6,Mammalia,Diprotodontia,Burramyidae,Burramys parvus,,Mountain Pygmy Possum,32.75582928,CR,6.29174184,"The largest of Australia's five pygmy possums, this tiny animal can live for an incredible twelve years.",,"Broom's Pygmy-possum, Burramys",Active,N,N,Australia,Bosnia and Herzegovina,
226,Publish,NULL,23/11/2010 14:54,Mammals,EDGE,116,Mammalia,Diprotodontia,Macropodidae (debated),Lagostrophus fasciatus,,Banded Hare Wallaby,18.58275332,EN,5.05409079,"The sole survivor of an ancient lineage, this little wallaby is more closely related to an extinct family of short-face kangaroos than to any living species.","The sole survivor of an ancient lineage, this little wallaby is more closely related to an extinct family of short-face kangaroos than to any living species.","Banded Hare-wallaby, Munning",Active,N,N,Australia,United Kingdom,
1370,Publish,23/02/2010 16:04,23/02/2010 16:04,Amphibians,Other,270,Amphibia,Anura,Limnodynastidae,Adelotus brevis,Cryptotis brevis,Tusked frog,80.98592944,NT,5.099694821,Male tusked frogs wrestle each other for territory using two enlarged teeth made of bone.,,,,N,N,Australia,,
576,Publish,NULL,NULL,Amphibians,EDGE,31,Amphibia,Anura,Myobatrachidae,Mixophyes fleayi,,Fleay's Barred Frog,53.04120065,EN,6.069188272,Fleay&lsquo;s barred frog is found in many National Parks but is still declining across its range.,,Queensland barred frog,Active,N,N,Australia,,
577,Publish,NULL,NULL,Amphibians,EDGE,31,Amphibia,Anura,Myobatrachidae,Mixophyes iteratus,,Giant Barred Frog,53.04120065,EN,6.069188272,"Habitat destruction is a major threat to this species, which is Australia&lsquo;s largest ground-dwelling frog.",,Giant barred river frog; Southern barred frog,Active,N,N,Australia,,
705,Publish,NULL,NULL,Amphibians,EDGE,160,Amphibia,Anura,Myobatrachidae,Mixophyes balbus,,Southern barred frog,53.04120065,VU,5.376041092,,,,,,,Australia,,
564,Publish,NULL,NULL,Amphibians,EDGE,19,Amphibia,Anura,Myobatrachidae,Taudactylus acutirostris,,Sharp-snouted Day frog,35.04164392,CR,6.357263768,"The chytrid fungus <i>Batrachochytrium dendrobatidis</i>, the cause of numerous amphibian declines, was first discovered in this species. ",,"Tinker frog, sharp-nosed, Torrent frog, sharp-snouted torrent frog.",Active,Y,N,Australia,,
565,Publish,NULL,NULL,Amphibians,EDGE,19,Amphibia,Anura,Myobatrachidae,Taudactylus eungellensis,,Eungella Day Frog,35.04164392,CR,6.357263768,Until January 1985 this species was considered to be common across its range.  It is now very rare.,,Eungella torrent frog,Active,N,N,Australia,,
566,Publish,NULL,NULL,Amphibians,EDGE,19,Amphibia,Anura,Myobatrachidae,Taudactylus pleione,,Kroombit Tinker Frog,35.04164392,CR,6.357263768,"Like many related species in the region, it is thought that the Kroombit tinker frog has been affected by the virulent chytrid fungus.",,Pleione&rsquo;s torrent frog,Active,N,N,Australia,,
567,Publish,NULL,NULL,Amphibians,EDGE,19,Amphibia,Anura,Myobatrachidae,Taudactylus rheophilus,,Northern Tinker Frog,35.04164392,CR,6.357263768,This species was rediscovered in the late 1990s after a period of apparent absence earlier in the decade.,,Tinkling frog,Active,N,N,Australia,,
570,Publish,NULL,NULL,Amphibians,EDGE,25,Amphibia,Anura,Limnodynastidae,Philoria frosti,,Baw Baw Frog,32.23428197,CR,6.276170655,"The Baw Baw frog has declined to just 250 individuals from a wild population of over 10,000 in the 1980s.",,Baw-baw frog,Active,N,N,Australia,,
649,Publish,NULL,NULL,Amphibians,EDGE,104,Amphibia,Anura,Limnodynastidae,Philoria kundagungan,,Red and yellow mountain frog,32.23428197,EN,5.583023474,,,,,,,Australia,,
650,Publish,NULL,NULL,Amphibians,EDGE,104,Amphibia,Anura,Limnodynastidae,Philoria loveridgei,,Loveridge's frog,32.23428197,EN,5.583023474,,,,,,,Australia,,
651,Publish,NULL,NULL,Amphibians,EDGE,104,Amphibia,Anura,Limnodynastidae,Philoria sphagnicolus,,Sphagnum frog,32.23428197,EN,5.583023474,,,,,,,Australia,,
652,Publish,NULL,NULL,Amphibians,EDGE,104,Amphibia,Anura,Limnodynastidae,Philoria pughi,,"\pughi\"" sphagnum frogs""",32.23428197,EN,5.583023474,,,,,,,Australia,,
653,Publish,NULL,NULL,Amphibians,EDGE,104,Amphibia,Anura,Limnodynastidae,Philoria richmondensis,,Mountain frog,32.23428197,EN,5.583023474,,,,,,,Australia,,
656,Publish,NULL,NULL,Amphibians,EDGE,111,Amphibia,Anura,Myobatrachidae,Geocrinia alba,,White-bellied frog,15.18124922,CR,5.556441838,,,,,,,Australia,,
1403,Publish,30/09/2010 02:27,10/04/2012 16:48,Mammals,EDGE,35,Mammalia,Diprotodontia,Potoroidae,Potorous gilbertii,,Gilbert’s potoroo,15.14476359,CR,5.55418448,Gilbert’s potoroo was rediscovered in 1994 after having been presumed extinct for 120 years. With a population of less than 100 it is Australia’s most threatened marsupial.,"Gilbert’s potoroo is a macropodoid marsupial in the Family Potoroidae (potoroos, bettongs or rat-kangaroos). It was rediscovered in 1994 after having been presumed extinct for 120 years.",,Active,N,N,Australia,,
1246,Publish,NULL,NULL,Amphibians,EDGE,701,Amphibia,Anura,Myobatrachidae,Crinia tinnula,,Tinkling froglet,14.38160465,VU,4.119466653,,,,,,,Australia,,
692,Publish,NULL,NULL,Amphibians,EDGE,147,Amphibia,Anura,Myobatrachidae,Pseudophryne corroboree,,Corroboree frog,13.16769147,CR,5.423552846,,,,,,,Australia,,
1416,Publish,30/09/2010 02:27,19/11/2010 18:30,Mammals,EDGE,86,Mammalia,Diprotodontia,Potoroidae,Bettongia penicillata,,Woylie,9.74155234,CR,5.14670834,"This small nocturnal marsupial uses its tail, curled around in a prehensile manner, to carry bundles of nesting material.","This small nocturnal marsupial is able to use its tail, curled around in a prehensile manner, to carry bundles of nesting material.","Brush-tailed Bettong, Brush-tailed Rat Kangaroo",Active,N,N,Australia,,
894,Publish,NULL,NULL,Amphibians,EDGE,349,Amphibia,Anura,Myobatrachidae,Spicospina flammocaerulea,,Harlequin frog,32.18845853,VU,4.888496542,,,,,,,Australia ,,
933,Publish,NULL,NULL,Amphibians,EDGE,388,Amphibia,Anura,Limnodynastidae,Heleioporus australiacus,,Giant burrowing frog,29.85382455,VU,4.815555076,,,,,,,Australia ,,
1213,Publish,NULL,NULL,Amphibians,EDGE,668,Amphibia,Anura,Myobatrachidae,Geocrinia vitellina,,Yellow-bellied frog,15.18124922,VU,4.170147477,,,,,,,Australia ,,
949,Publish,NULL,NULL,Amphibians,EDGE,404=,Amphibia,Anura,Myobatrachidae,Pseudophryne covacevichae,,Magnificent broodfrog,13.16769147,EN,4.730405665,,,,,,,Australia ,,
950,Publish,NULL,NULL,Amphibians,EDGE,404=,Amphibia,Anura,Myobatrachidae,Pseudophryne pengilleyi,,Northern Corroboree frog,13.16769147,EN,4.730405665,,,,,,,Australia ,,
1263,Publish,NULL,NULL,Amphibians,EDGE,718,Amphibia,Anura,Myobatrachidae,Pseudophryne australis,,Red-crowned toadlet,13.16769147,VU,4.037258485,,,,,,,Australia ,,
70,Publish,NULL,22/11/2010 16:00,Mammals,EDGE,96,Mammalia,Diprotodontia,Potoroidae,Potorous longipes,,Long-footed Potoroo,20.22170929,EN,5.13446622,"Potoroos are small rabbit-sized kangaroos, often called &rsquo;rat-kangaroos&lsquo;. ",,,Active,N,N,"Australia (New South Wales, Victoria)",Ethiopia,
179,Publish,NULL,19/11/2010 13:17,Mammals,EDGE,57,Mammalia,Dasyuromorphia,Dasyuridae,Sminthopsis aitkeni,,Kangaroo Island Dunnart,12.69165084,CR,5.38937494,This species is so rare and elusive that there have only been a handful of sightings since its discovery in the 1960s.,This species is so rare and elusive that there have only been a handful of sightings since its discovery in the 1960s.,,Active,N,N,Australia (South Australia),Russian Federation,
54,Publish,NULL,10/04/2012 16:20,Mammals,EDGE,49,Mammalia,Diprotodontia,Petauridae,Gymnobelideus leadbeateri,,Leadbeater's Possum,27.62231266,EN,5.43362812,This Australian marsupial has been adopted as one of the faunal emblems of the state of Victoria.,,,Active,N,N,Australia (Victoria),Cote d'Ivoire (Ivory Coast),
165,Publish,NULL,19/11/2010 11:49,Mammals,EDGE,31,Mammalia,Dasyuromorphia,Myrmecobiidae,Myrmecobius fasciatus,,Numbat,32.0385503,EN,5.57711661,"The numbat, or banded anteater, is clinging to survival, having been wiped out in over 99% of its former range.",,Banded Anteater,Active,N,,Australia (Western Australia),Palau,
1846,Publish,30/12/2010 19:11,19/01/2011 11:53,Coral reef,Other,NULL,Anthozoa,Scleractinia,Siderastreidae,Pseudosiderastrea tayami,NULL,Pseudosiderastrea tayami,NULL,NT,NULL,Despite a large distribution range this species is uncommon.,NULL,NULL,None,N,N,"Australia, Bahrain, British Indian Ocean Territory, Cambodia, China, Comoros, Djibouti, Egypt, Eritrea, Fiji, India, Indonesia, Iran, Iraq, Israel, Japan, Jordan, Kiribati, Kuwait, Madagascar, Malaysia, Maldives, Marshall Islands, Mauritius, Mayotte, Micronesia, Mozambique, Myanmar, Nauru, New Caledonia, Oman, Pakistan, Palau, Papua New Guinea, Philippines, Qatar, Réunion, Saudi Arabia, Seychelles, Singapore, Solomon Islands, Somalia, Sri Lanka, Sudan, Taiwan, Thailand, Tuvalu, United Arab Emirates, Vanuatu; Viet Nam, Yemen.",NULL,"Red Sea, Indian Ocean and Pacific Ocean."
1849,Publish,06/01/2011 19:56,19/01/2011 11:46,Coral reef,Other,NULL,Anthozoa,Scleractinia,Mussidae,Blastomussa merleti,NULL,Blastomussa coral,NULL,LC,NULL,An uncommon species that is distributed widely across the Indian and Pacific Oceans.,NULL,Pineapple coral,NULL,N,N,"Australia, Bahrain, British Indian Ocean Territory, Cambodia, Comoros, Djibouti, Egypt, Eritrea, India, Indonesia, Iran, Iraq, Israel, Japan, Jordan, Kenya, Kuwait, Madagascar, Malaysia, Maldives, Mauritius, Mayotte, Mozambique, New Caledonia, Oman, Pakistan, Palau, Papua New Guinea, Philippines, Qatar, Réunion, Saudi Arabia, Seychelles, Singapore, Solomon Islands, Somalia, South Africa, Sri Lanka, Sudan, Taiwan, Tanzania, Thailand, United Arab Emirates, Vanuatu, Viet Nam, Yemen.",NULL,"Gulf of Aden, Red Sea, Indian Ocean and Pacific Ocean"
